word,assigned_level,short_reason,sources,difficulty_score
Vigorously,level4,frequency: rare; mainly found in advanced or academic texts | concept: highly nuanced or abstract | structure: long and multi-syllable | nuance: subtle register and connotations; easy to misuse,ExamNinja,3.25
Vigour,level2,"frequency: fairly common in books and schoolwork; concept: mostly clear, with a slightly broader meaning; structure: short and simple in form; nuance: meaning shifts slightly across contexts",ExamNinja,2.0
Vilify,level2,"frequency: seen regularly, though slightly less everyday — concept: understandable but can vary by context — structure: “-ify” ending makes it more multi-syllable — nuance: can be used figuratively as well as literally",11PlusSuccess2019-2020|ExamNinja,2.5
Vindicate,level3,"frequency: less common; often appears in formal writing | concept: more nuanced than a simple everyday term | structure: not difficult to spell, but longer than everyday words | nuance: used for precise shades of meaning",ExamNinja,2.75
Vindictive,level4,"frequency: rare; mainly found in advanced or academic texts | concept: highly nuanced or abstract | structure: has the suffix “-ive”, which often appears in formal vocabulary | nuance: strong connotation and precise usag",ExamNinja,3.5
Virtue,level2,"frequency: common, but not constant in daily talk — concept: mostly clear, with a slightly broader meaning — structure: compact spelling with no tricky affixes — nuance: meaning shifts slightly across contexts",11PlusSuccess2019-2020|ExamNinja,2.0
Virtuoso,level3,frequency: more bookish and not used daily — concept: precise meaning used in careful writing — structure: medium length with more to sound out — nuance: can be confused with near‑synonyms if used loosely,ExamNinja,2.75
Virulent,level3,"frequency: relatively uncommon outside reading and lessons — concept: abstract or specialised idea — structure: not difficult to spell, but longer than everyday words — nuance: can be confused with near‑synonyms if used",ExamNinja,3.0
Vitriolic,level3,"frequency: relatively uncommon outside reading and lessons — concept: precise meaning used in careful writing — structure: ends with “-ic”, a common but longer word ending — nuance: can be confused with near‑synonyms if",ExamNinja,3.0
Vivacious,level4,"frequency: low‑frequency, high‑level vocabulary — concept: highly nuanced or abstract — structure: has the suffix “-ous”, which often appears in formal vocabulary — nuance: subtle register and connotations; easy to misus",TrickyList2024|ExamNinja,3.25
Vivid,level1,frequency: very common in everyday speech — concept: simple meaning tied to everyday situations — structure: few syllables and easy to decode — nuance: meaning is rarely confused,11PlusSuccess2019-2020|ExamNinja,1.75
Vixen,level1,frequency: very common in everyday speech — concept: simple meaning tied to everyday situations — structure: few syllables and easy to decode — nuance: usually literal and unambiguous,11PlusSuccess2019-2020|ExamNinja,1.75
Vociferous,level4,"frequency: rare; mainly found in advanced or academic texts; concept: subtle meaning that depends strongly on context; structure: ends with “-ous”, a common but longer word ending; nuance: subtle register and connotation",ExamNinja,3.5
Voluminous,level4,"frequency: low‑frequency, high‑level vocabulary | concept: sophisticated idea that needs careful interpretation | structure: has the suffix “-ous”, which often appears in formal vocabulary | nuance: meaning can be delica",ExamNinja,3.5
Voracious,level4,frequency: uncommon and quite formal | concept: subtle meaning that depends strongly on context | structure: “-ous” ending makes it more multi-syllable | nuance: strong connotation and precise usage expected,11PlusSuccess2019-2020|ExamNinja,3.25
Voyeurism,level3,"frequency: less common; often appears in formal writing; concept: abstract or specialised idea; structure: ends with “-ism”, a common but longer word ending; nuance: used for precise shades of meaning",ExamNinja,3.0
Voyeuristic,level4,"frequency: rare; mainly found in advanced or academic texts | concept: sophisticated idea that needs careful interpretation | structure: ends with “-ic”, a common but longer word ending | nuance: meaning can be delicate",ExamNinja,3.5
Vulgar,level2,frequency: fairly common in books and schoolwork — concept: understandable but can vary by context — structure: compact spelling with no tricky affixes — nuance: meaning shifts slightly across contexts,TrickyList2024|ExamNinja,2.0
Wary,level2,"frequency: common, but not constant in daily talk; concept: mostly clear, with a slightly broader meaning; structure: short and simple in form; nuance: meaning shifts slightly across contexts",11PlusSuccess2019-2020|ExamNinja,2.0
Whimsical,level4,"frequency: low‑frequency, high‑level vocabulary; concept: sophisticated idea that needs careful interpretation; structure: “-al” ending makes it more multi-syllable; nuance: subtle register and connotations; easy to misu",TrickyList2024|11PlusSuccess2019-2020|ExamNinja,3.25
Whinging,level3,"frequency: relatively uncommon outside reading and lessons | concept: more nuanced than a simple everyday term | structure: not difficult to spell, but longer than everyday words | nuance: often used in a particular regi",ExamNinja,2.75
Whining,level2,"frequency: common, but not constant in daily talk | concept: understandable but can vary by context | structure: longer spelling and likely more syllables | nuance: sometimes overlaps with similar words",ExamNinja,2.0
Wicked,level2,"frequency: common, but not constant in daily talk — concept: moderately abstract compared with basic words — structure: few syllables and easy to decode — nuance: can be used figuratively as well as literally",ExamNinja,2.0
Wilful,level2,"frequency: fairly common in books and schoolwork — concept: moderately abstract compared with basic words — structure: ends with “-ful”, a common but longer word ending — nuance: can be used figuratively as well as liter",ExamNinja,2.0
Wistful,level2,"frequency: seen regularly, though slightly less everyday — concept: understandable but can vary by context — structure: ends with “-ful”, a common but longer word ending — nuance: can be used figuratively as well as lite",TrickyList2024|ExamNinja,2.0
Withered,level3,frequency: relatively uncommon outside reading and lessons — concept: more nuanced than a simple everyday term — structure: medium length with more to sound out — nuance: often used in a particular register (formal/preci,TrickyList2024,2.75
Withhold,level3,frequency: relatively uncommon outside reading and lessons — concept: precise meaning used in careful writing — structure: longer spelling and likely more syllables — nuance: used for precise shades of meaning,ExamNinja,2.75
Witty,level1,"frequency: very common in everyday speech | concept: easy, straightforward idea | structure: few syllables and easy to decode | nuance: meaning is rarely confused",ExamNinja,1.75
Woeful,level2,"frequency: seen regularly, though slightly less everyday — concept: mostly clear, with a slightly broader meaning — structure: ends with “-ful”, a common but longer word ending — nuance: meaning shifts slightly across co",ExamNinja,2.0
